condition,run_id,VB,Fx_mean,Fx_std,Fx_rms,Fx_max,Fx_min,Fx_ptp,Fx_skew,Fx_kurt,Fx_crest,Fy_mean,Fy_std,Fy_rms,Fy_max,Fy_min,Fy_ptp,Fy_skew,Fy_kurt,Fy_crest,Fz_mean,Fz_std,Fz_rms,Fz_max,Fz_min,Fz_ptp,Fz_skew,Fz_kurt,Fz_crest,Vx_mean,Vx_std,Vx_rms,Vx_max,Vx_min,Vx_ptp,Vx_skew,Vx_kurt,Vx_crest,Vy_mean,Vy_std,Vy_rms,Vy_max,Vy_min,Vy_ptp,Vy_skew,Vy_kurt,Vy_crest,Vz_mean,Vz_std,Vz_rms,Vz_max,Vz_min,Vz_ptp,Vz_skew,Vz_kurt,Vz_crest,AE_mean,AE_std,AE_rms,AE_max,AE_min,AE_ptp,AE_skew,AE_kurt,AE_crest
C1,1,39.643518803333336,0.4008572986933354,0.8424676716829493,0.9329728569184677,3.74399995803833,-2.500999927520752,6.244999885559082,0.11520477280768478,-0.24518865818891067,4.0129784379799,0.6294631039687579,1.635957131033875,1.7528775010931514,10.723999977111816,-12.050999641418457,22.774999618530273,-0.6822183465387295,5.844452260304365,6.87498107192099,0.7051320418631285,1.1274861223231876,1.3298256098050762,4.559999942779541,-3.243000030517578,7.802999973297119,-0.02076320311103188,-0.14253503388430477,3.429021000313349,0.009306533030357464,0.07634935777879842,0.07691447191705929,0.33000001311302185,-0.3160000145435333,0.6460000276565552,-0.0019463037812344336,0.13229314757372235,4.290480125308366,0.01355560877779257,0.07631464889597787,0.07750922632469598,0.34700000286102295,-0.31700000166893005,0.664000004529953,-0.012403717035980512,0.12545907876271833,4.476886421274791,0.018199554182708973,0.07656360915973581,0.07869695051280032,0.3540000021457672,-0.3149999976158142,0.6689999997615814,-0.008650592126968294,0.13294985787674607,4.498268355184737,-5.980424553219996e-05,0.002229600272331218,0.0022304021884321933,0.009999999776482582,-0.004999999888241291,0.014999999664723873,0.8230737062551527,0.6568024440846041,4.483496216002344
C1,2,41.73550650666667,1.0281508640966466,1.8649770213345331,2.1296087644092068,8.427000045776367,-4.218999862670898,12.645999908447266,0.6063249399930519,0.022639159614204818,3.9570648781163413,1.1185804825567263,3.1499477143107044,3.342662546361518,14.302000045776367,-9.826000213623047,24.128000259399414,0.3658071584703406,0.5308679414639719,4.27862515207818,1.0240950459529898,1.68355082529446,1.970561860103639,7.409999847412109,-4.691999912261963,12.101999759674072,0.2114506712670908,-0.233308318412508,3.7603487601341428,-0.003230244599259126,0.085350041617967,0.08541114730736112,0.39899998903274536,-0.4129999876022339,0.8119999766349792,0.017546080694524964,0.2751715920178395,4.835434256739041,-0.01085020365079929,0.085026561982381,0.0857160612826295,0.3499999940395355,-0.38600000739097595,0.7360000014305115,-0.014397687626482516,0.23598228991227277,4.503240135051518,-0.012855468390647131,0.0869503033627315,0.08789549659916578,0.4090000092983246,-0.4350000023841858,0.8440000116825104,-0.01106602905781484,0.2773565868179855,4.949059044094022,0.03855607365185391,0.012941029446246722,0.04066990359683445,0.12200000137090683,-0.004999999888241291,0.12700000125914812,1.2566500260152016,4.876838944298278,2.999761262709336
C1,3,43.70386748666667,1.776092353869913,2.672088407053528,3.208513753217372,11.534000396728516,-5.99399995803833,17.528000354766846,0.6050461257600299,0.07331745261611289,3.5948109573035416,2.347886261908726,4.816019452925096,5.357855286382106,20.826000213623047,-12.777999877929688,33.604000091552734,0.48729091312513945,0.8129799307684515,3.887003119802798,1.8339880075516135,2.6896851427577886,3.255444390404346,11.8149995803833,-5.611000061035156,17.425999641418457,0.3694323085209196,-0.3908254909463036,3.6293046857766096,-0.0049068218038260435,0.09564111501753339,0.09576690337486929,0.43299999833106995,-0.42100000381469727,0.8540000021457672,0.0035504298134567524,0.262720461826663,4.521395002526253,-0.009859044475036128,0.09381648989172245,0.09433310412344333,0.4000000059604645,-0.4480000138282776,0.8480000197887421,-0.05172724222349143,0.19454256302436157,4.7491282936823564,-0.011772510394855116,0.09803818617372598,0.09874248300114358,0.4180000126361847,-0.47999998927116394,0.8980000019073486,-0.07598672157790436,0.24320966362044194,4.86112942147448,0.06657051687772209,0.019153391043557025,0.06927110585110137,0.18000000715255737,-0.004999999888241291,0.18500000704079866,1.5631121056964006,5.272888396616278,2.5984861211378654
C1,4,45.59752512,2.1049203423398954,2.992554590007845,3.6586982140883557,11.788000106811523,-6.1570000648498535,17.945000171661377,0.5868043866978301,0.10254792573603266,3.221911023275129,2.7214464647771988,5.532462217891197,6.165582620729521,24.148000717163086,-13.914999961853027,38.06300067901611,0.49380090461162207,0.6816227375886879,3.916580508704941,2.0245140901817473,3.121334385266891,3.7204012748618753,12.85200023651123,-8.48900032043457,21.3410005569458,0.36391671996699687,-0.427165521710382,3.4544661414204367,-0.0012833827083969238,0.09903156068792722,0.09903987622903626,0.4429999887943268,-0.4300000071525574,0.8729999959468842,0.003743463583745564,0.19198068868700258,4.47294570285394,-0.004830604019607261,0.09712509261416913,0.09724514563979621,0.42100000381469727,-0.4650000035762787,0.886000007390976,-0.027110640882491405,0.14304332757196603,4.7817297255525135,-0.005906695748953914,0.10208799897015716,0.10225873355563095,0.4090000092983246,-0.4350000023841858,0.8440000116825104,-0.038014673267878864,0.1313649592979611,4.25391540902746,0.08000284385271698,0.02285961988782796,0.08320467081803878,0.23399999737739563,-0.004999999888241291,0.23899999726563692,1.7851121858784322,6.440491033137299,2.8123420845726375
C1,5,47.443760569999995,2.8313841147378067,2.9797569845467136,4.110436435726079,12.555000305175781,-4.288000106811523,16.843000411987305,0.6127139353829295,0.01693604775575741,3.0544202547569563,2.3511685078933144,5.747378851926301,6.2096986255436715,24.336999893188477,-22.482999801635742,46.81999969482422,0.37887280464285,0.4978230398011254,3.919191793475131,1.1502546231353559,3.2946511964706597,3.4896722202020363,11.704000473022461,-7.804999828338623,19.509000301361084,0.39581417525631746,-0.44774330597687984,3.3538967944506544,0.015474976904375368,0.08367209491319214,0.0850910945831183,0.44699999690055847,-0.382999986410141,0.8299999833106995,0.01999947034156827,0.303040445381737,5.253193640124922,0.021317475895145346,0.08134957902709278,0.08409630661583965,0.39899998903274536,-0.33399999141693115,0.7329999804496765,-0.02608347363597939,0.25310073579489245,4.744560196331483,0.02855220805408306,0.08751630740269625,0.09205613855776741,0.39500001072883606,-0.45100000500679016,0.8460000157356262,-0.06450430174600569,0.1694345440250724,4.8991844766427795,0.08919642202928939,0.024687981222134548,0.09254997633522966,0.2409999966621399,-0.004999999888241291,0.24599999655038118,1.5705276551720964,5.279772746382262,2.6039984687472892
C1,6,49.22414953333333,2.9306678483588655,2.9870662664328265,4.184659952429269,14.291000366210938,-4.166999816894531,18.45800018310547,0.5908188291235175,-0.05064724916995722,3.4150923918946736,2.3327078948784443,5.896984507406275,6.341604876008742,26.58300018310547,-15.590999603271484,42.17399978637695,0.43119687172289306,0.5555519964373978,4.1918411353045375,1.1921905633286927,3.4817816867558555,3.680233967225241,12.35200023651123,-7.671000003814697,20.023000240325928,0.4307715546955247,-0.44298882894244507,3.3563084158534684,-0.004698418072723739,0.08319920712732624,0.08333176584593556,0.4350000023841858,-0.3799999952316284,0.8149999976158142,0.07055920103121668,0.42608485521197936,5.2200982178056465,-0.015314577391600286,0.08101503018715953,0.0824498113818927,0.3540000021457672,-0.375,0.7290000021457672,0.013994399758408176,0.25601626346416984,4.548221441751021,-0.018278556635828933,0.0869980219914179,0.0888974772595288,0.38199999928474426,-0.4180000126361847,0.800000011920929,0.01172406290311276,0.2843434641297722,4.702045834339779,0.09528322676980173,0.028012497788275508,0.09931562483317316,0.2540000081062317,-0.004999999888241291,0.259000007994473,1.9067169257515555,5.806173716317902,2.5575029964351965
C1,7,50.940638979999996,3.016910015237295,3.015798810653541,4.265769392076699,13.013999938964844,-4.909999847412109,17.923999786376953,0.5744410573111222,0.0067080537957275865,3.0507978146062427,2.443146621926077,6.012845917024959,6.490245098462192,27.21500015258789,-15.944000244140625,43.159000396728516,0.4289155243433772,0.5076366627268833,4.193216086559206,1.27442709550176,3.6549558056957605,3.8707707712209203,13.220999717712402,-8.402000427246094,21.623000144958496,0.44540105413165426,-0.42591715482623194,3.4155987267463046,-0.00855222212515862,0.08340122874289194,0.08383856784978043,0.4259999990463257,-0.38199999928474426,0.80799999833107,-0.0016974972048685098,0.44225543088640373,5.081193655461043,-0.014361578088838499,0.08176222888952166,0.08301395664696591,0.3630000054836273,-0.37700000405311584,0.7400000095367432,-0.06227309495290182,0.3245716834743124,4.541405075436233,-0.018441728409387268,0.08763014567163493,0.08954964978802296,0.4269999861717224,-0.4740000069141388,0.9009999930858612,-0.0913421653529762,0.32966328840668035,5.293153105912447,0.10294943082631883,0.02735921272490281,0.10652282303989831,0.24400000274181366,-0.004999999888241291,0.24900000263005495,1.3994813457848738,4.263684913663681,2.290588962781548
C1,8,52.59512744333333,3.0945889013837813,2.976181081991727,4.29349907434171,13.321999549865723,-4.146999835968018,17.46899938583374,0.5582540139472274,-0.05322963863214447,3.1028304232032893,2.531578625713503,6.0849443484616295,6.590556733846132,26.871999740600586,-16.295000076293945,43.16699981689453,0.42740427059831726,0.5055493217037039,4.077348974570542,1.3611336622045764,3.7445786361704627,3.9842883942870753,14.354999542236328,-7.821000099182129,22.175999641418457,0.46023068296970376,-0.4151818177123161,3.602901728402952,-0.004029137477619986,0.08586806312555373,0.08596253959573112,0.4189999997615814,-0.40400001406669617,0.8230000138282776,-0.018658976817551902,0.46500914054864495,4.874216161216282,-0.00858033358305625,0.08427510225370924,0.08471077253968158,0.367000013589859,-0.39800000190734863,0.7650000154972076,-0.0632986574014426,0.34290150774119166,4.698339891968436,-0.010350590520335972,0.0895997739593225,0.09019564411700466,0.4189999997615814,-0.44200000166893005,0.8610000014305115,-0.07862128839885489,0.3381308343375977,4.900458397865124,0.11154573412471139,0.030671221873262298,0.11568567176889144,0.2759999930858612,-0.004999999888241291,0.2809999929741025,1.4634442318104859,4.579000685185857,2.385775082283729
C1,9,54.18946617666666,2.710923821876779,2.8734886220999973,3.9504486870932958,10.614999771118164,-5.616000175476074,16.23099994659424,0.16479542455981008,-0.572488971799888,2.687036489246465,2.5464457801155023,5.861139429145679,6.390410121342305,26.320999145507812,-19.649999618530273,45.970998764038086,0.3937326995614011,0.4112986264324059,4.118827844491297,2.001763975984225,3.6878392149604733,4.196095457797457,14.215999603271484,-7.650000095367432,21.865999698638916,0.4382979585906964,-0.3934241039606037,3.3879113919706,0.008268829448599498,0.08051658205539826,0.08094006131906317,0.4129999876022339,-0.3720000088214874,0.7849999964237213,0.0063458149726559115,0.21484071917481584,5.102541076279871,0.01066663331554411,0.07717204412352302,0.07790572161588172,0.35600000619888306,-0.3659999966621399,0.722000002861023,-0.020934058046816143,0.14031746770649534,4.697986092241392,0.014353257604087974,0.08374778511065342,0.08496886203068446,0.35899999737739563,-0.3409999907016754,0.699999988079071,-0.028512778669643638,0.026890775358617613,4.22507714936239,0.11505157262216582,0.0323677078518945,0.11951791863322876,0.28600001335144043,-0.004999999888241291,0.2910000132396817,1.679109742325058,5.59493061611715,2.3929467365199986
C1,10,55.72546025,2.6893045979314687,2.8617966778444868,3.9271159195747045,10.989999771118164,-6.076000213623047,17.06599998474121,0.1516743182959097,-0.5150250609287563,2.798491309190983,2.5252795714281513,5.897853035862391,6.415739033541153,25.763999938964844,-16.249000549316406,42.01300048828125,0.42032039311804836,0.4813317694553496,4.015749363287372,1.9951421426673634,3.7312066065400904,4.231133998130494,14.508999824523926,-8.133000373840332,22.642000198364258,0.45917232330310215,-0.3177980236753388,3.4291043088995123,-0.003324567901834011,0.07873024810185449,0.07880041064558906,0.35899999737739563,-0.40299999713897705,0.7619999945163727,0.013775638126525793,0.21526126188430394,5.114186510351913,-0.010986333424893031,0.07560944505660158,0.07640345348143744,0.3160000145435333,-0.34200000762939453,0.6580000221729279,-0.01904620724351567,0.09266806312739506,4.476237552639014,-0.013223895540569724,0.08202580065712467,0.08308491672205161,0.3610000014305115,-0.34599998593330383,0.7069999873638153,-0.01172399136932192,0.04404822736047409,4.344952317083485,0.11726233757372005,0.03307215892411539,0.12183687253518544,0.3019999861717224,-0.004999999888241291,0.3069999860599637,1.588928353949329,4.895065700643978,2.4787240503241637
