run_id,relative_life,prob_early,prob_middle,prob_late
12,0.0,0.8571933928641817,0.1246946604703047,0.0181119466645134
13,0.0033003300330033,0.8552844475598358,0.1263062153499642,0.0184093370891999
14,0.0066006600660066,0.8552704646963528,0.1265440276320479,0.0181855076705991
15,0.0099009900990099,0.8543139878912774,0.1275398156417537,0.0181461964659689
16,0.0132013201320132,0.8534100883684216,0.1285780927085751,0.0180118189220033
17,0.0165016501650165,0.8512030084726768,0.1307294032588705,0.0180675882674526
18,0.0198019801980198,0.8506145122604142,0.1314792792488678,0.0179062084897179
19,0.0231023102310231,0.8471873413239422,0.1347495360587651,0.0180631226162926
20,0.0264026402640264,0.8468530516378745,0.135091511460954,0.0180554369001716
21,0.0297029702970297,0.8520762230046783,0.1298127923069768,0.0181109846873448
22,0.033003300330033,0.8551142214844716,0.1269441882057655,0.0179415903087629
23,0.0363036303630363,0.8563332989130121,0.1255760383181796,0.0180906627678082
24,0.0396039603960396,0.856599386888143,0.1251243361928062,0.0182762769180508
25,0.0429042904290429,0.8569651177039966,0.1246698935402352,0.018364988754768
26,0.0462046204620462,0.8572830246715882,0.1241511284281319,0.0185658468992799
27,0.0495049504950495,0.8570918998430154,0.1240832744322589,0.0188248257237257
28,0.0528052805280528,0.8569078014468149,0.1240050827387425,0.0190871158134426
29,0.0561056105610561,0.8569148693947723,0.123749137187361,0.0193359934168665
30,0.0594059405940594,0.8572474907555031,0.1233735896246931,0.0193789196188038
31,0.0627062706270627,0.8576387628244226,0.123220016989505,0.0191412201850723
32,0.066006600660066,0.8575130451653633,0.1233260380084997,0.019160916825137
33,0.0693069306930693,0.8572026325147336,0.1232419959508027,0.0195553715334637
34,0.0726072607260726,0.8574164359787517,0.1231248775451358,0.0194586864751125
35,0.0759075907590759,0.8572513966241427,0.1231522642384562,0.019596339136401
36,0.0792079207920792,0.8573663129881294,0.1230504248457137,0.0195832621651568
37,0.0825082508250825,0.8575543346243597,0.1228525446026276,0.0195931207720127
38,0.0858085808580858,0.8578806378346199,0.1225834704096293,0.0195358917547507
39,0.0891089108910891,0.8580147108405106,0.1224827642624082,0.0195025248960812
40,0.0924092409240924,0.8579829899195082,0.1225337520415926,0.0194832580378992
41,0.0957095709570957,0.858001997897288,0.1225577119226623,0.0194402901790496
