run_id,relative_life,q_pred,max_prob,pred_stage,uncertainty
12,0.0,0.30841658,0.8571933928641817,early,0.0461476445198059
13,0.0033003300330033,0.3110891,0.8552844475598358,early,0.0482465028762817
14,0.0066006600660066,0.31120992,0.8552704646963528,early,0.0484397411346435
15,0.0099009900990099,0.31091222,0.8543139878912774,early,0.0496083498001098
16,0.0132013201320132,0.31094438,0.8534100883684216,early,0.0505555868148803
17,0.0165016501650165,0.31115308,0.8512030084726768,early,0.0527896285057067
18,0.0198019801980198,0.31056365,0.8506145122604142,early,0.0537400245666503
19,0.0231023102310231,0.3120317,0.8471873413239422,early,0.0568971037864685
20,0.0264026402640264,0.31146237,0.8468530516378745,early,0.0575834512710571
21,0.0297029702970297,0.30944452,0.8520762230046783,early,0.0527806282043457
22,0.033003300330033,0.30778018,0.8551142214844716,early,0.0503323674201965
23,0.0363036303630363,0.30768856,0.8563332989130121,early,0.0491482615470886
24,0.0396039603960396,0.3082663,0.856599386888143,early,0.0486125349998474
25,0.0429042904290429,0.30879354,0.8569651177039966,early,0.047972023487091
26,0.0462046204620462,0.30929556,0.8572830246715882,early,0.047417402267456
27,0.0495049504950495,0.30984277,0.8570918998430154,early,0.0473523139953613
28,0.0528052805280528,0.31028926,0.8569078014468149,early,0.0473459959030151
29,0.0561056105610561,0.31039134,0.8569148693947723,early,0.0473248362541198
30,0.0594059405940594,0.31010622,0.8572474907555031,early,0.0471343398094177
31,0.0627062706270627,0.31003374,0.8576387628244226,early,0.0467516779899597
32,0.066006600660066,0.3103569,0.8575130451653633,early,0.0467123389244079
33,0.0693069306930693,0.3106518,0.8572026325147336,early,0.04694265127182
34,0.0726072607260726,0.3106452,0.8574164359787517,early,0.0467088222503662
35,0.0759075907590759,0.31085083,0.8572513966241427,early,0.0467740297317504
36,0.0792079207920792,0.3107693,0.8573663129881294,early,0.0467064976692199
37,0.0825082508250825,0.31063253,0.8575543346243597,early,0.0465788841247558
38,0.0858085808580858,0.31032658,0.8578806378346199,early,0.0464056730270385
39,0.0891089108910891,0.31011748,0.8580147108405106,early,0.0463589429855346
40,0.0924092409240924,0.31012213,0.8579829899195082,early,0.0464077591896057
41,0.0957095709570957,0.31012973,0.858001997897288,early,0.0463561415672302
42,0.099009900990099,0.30962062,0.8583912745618231,early,0.0462235212326049
43,0.1023102310231023,0.30968666,0.858377668300433,early,0.0462206006050109
44,0.1056105610561056,0.30943763,0.8585971619023091,early,0.0461300611495971
45,0.1089108910891089,0.309207,0.8589178003765094,early,0.0459153652191162
46,0.1122112211221122,0.3092773,0.8588341583876061,early,0.0459669828414917
47,0.1155115511551155,0.3092726,0.8588206534019234,early,0.0460339188575744
48,0.1188118811881188,0.30921546,0.8588042522635273,early,0.0460497736930847
49,0.1221122112211221,0.30946785,0.8585939581704493,early,0.0461469888687133
50,0.1254125412541254,0.30960348,0.8584410533393168,early,0.0462104082107543
51,0.1287128712871287,0.309708,0.8581936562872067,early,0.0464305281639099
52,0.132013201320132,0.30985945,0.8580534050898799,early,0.0464770197868347
53,0.1353135313531353,0.31034297,0.8575290636705533,early,0.0468131899833679
54,0.1386138613861386,0.31057817,0.8572567325978704,early,0.0469685196876525
55,0.1419141914191419,0.31067303,0.8569645705706133,early,0.0472220182418823
56,0.1452145214521452,0.31107557,0.8566355629483715,early,0.0473344326019287
57,0.1485148514851485,0.31170356,0.8559660445738961,early,0.0476863384246826
58,0.1518151815181518,0.31208268,0.8557676973710592,early,0.0477415919303894
59,0.1551155115511551,0.3124793,0.8550202685518585,early,0.0482946634292602
60,0.1584158415841584,0.31273922,0.8548861734304002,early,0.0482385158538818
61,0.1617161716171617,0.3130735,0.854266707099215,early,0.0487136840820312
62,0.165016501650165,0.3128292,0.8544947860515113,early,0.0485752820968627
63,0.1683168316831683,0.31355837,0.8534243744220167,early,0.04933363199234
64,0.1716171617161716,0.3137321,0.8532326769729731,early,0.0494666695594787
65,0.1749174917491749,0.31490836,0.8508629103500511,early,0.0516196489334106
66,0.1782178217821782,0.31548768,0.8502101418558287,early,0.0521215200424194
67,0.1815181518151815,0.31680593,0.8479555006234492,early,0.0538855791091918
68,0.1848184818481848,0.3171714,0.8463253090467077,early,0.0554727911949157
69,0.1881188118811881,0.3198522,0.8422635356447687,early,0.0584779977798461
70,0.1914191419141914,0.3223141,0.8373426817268965,early,0.0626600980758667
71,0.1947194719471947,0.32480612,0.8316107710194771,early,0.0679030418395996
72,0.198019801980198,0.3268025,0.8267343007765039,early,0.0724185109138488
73,0.2013201320132013,0.33228207,0.8150475922281818,early,0.0835296511650085
74,0.2046204620462046,0.33443183,0.8076132323459074,early,0.0915073156356811
75,0.2079207920792079,0.33585265,0.7971964606216861,early,0.1043917536735534
76,0.2112211221122112,0.3345486,0.803492922117845,early,0.0965899229049682
77,0.2145214521452145,0.3347901,0.7946280979024767,early,0.1084077358245849
78,0.2178217821782178,0.33362174,0.8051335758274555,early,0.0944961905479431
79,0.2211221122112211,0.33459008,0.8025892731314042,early,0.097325325012207
80,0.2244224422442244,0.33159715,0.8125933902627149,early,0.0862999558448791
81,0.2277227722772277,0.33138466,0.8111432113729177,early,0.0883027911186218
82,0.231023102310231,0.3300119,0.8163245098465473,early,0.0826901197433471
83,0.2343234323432343,0.33040875,0.8142304886149724,early,0.0850139856338501
84,0.2376237623762376,0.33058292,0.8157440050248992,early,0.0829492807388305
85,0.2409240924092409,0.3312505,0.8130362992236219,early,0.0859348773956298
86,0.2442244224422442,0.33099213,0.8098117491469328,early,0.090429663658142
87,0.2475247524752475,0.3272775,0.8218264409131473,early,0.0775342583656311
88,0.2508250825082508,0.33134857,0.8050895249094705,early,0.0968479514122009
89,0.2541254125412541,0.33018684,0.8119370784295333,early,0.08814138174057
90,0.2574257425742574,0.33249724,0.7915019731067431,early,0.1149724721908569
