run_id,prob_early,prob_middle,prob_late,true_stage,pred_stage
12,0.8571933928641817,0.1246946604703047,0.0181119466645134,early,early
13,0.8552844475598358,0.1263062153499642,0.0184093370891999,early,early
14,0.8552704646963528,0.1265440276320479,0.0181855076705991,early,early
15,0.8543139878912774,0.1275398156417537,0.0181461964659689,early,early
16,0.8534100883684216,0.1285780927085751,0.0180118189220033,early,early
17,0.8512030084726768,0.1307294032588705,0.0180675882674526,early,early
18,0.8506145122604142,0.1314792792488678,0.0179062084897179,early,early
19,0.8471873413239422,0.1347495360587651,0.0180631226162926,early,early
20,0.8468530516378745,0.135091511460954,0.0180554369001716,early,early
21,0.8520762230046783,0.1298127923069768,0.0181109846873448,early,early
22,0.8551142214844716,0.1269441882057655,0.0179415903087629,early,early
23,0.8563332989130121,0.1255760383181796,0.0180906627678082,early,early
24,0.856599386888143,0.1251243361928062,0.0182762769180508,early,early
25,0.8569651177039966,0.1246698935402352,0.018364988754768,early,early
26,0.8572830246715882,0.1241511284281319,0.0185658468992799,early,early
27,0.8570918998430154,0.1240832744322589,0.0188248257237257,early,early
28,0.8569078014468149,0.1240050827387425,0.0190871158134426,early,early
29,0.8569148693947723,0.123749137187361,0.0193359934168665,early,early
30,0.8572474907555031,0.1233735896246931,0.0193789196188038,early,early
31,0.8576387628244226,0.123220016989505,0.0191412201850723,early,early
32,0.8575130451653633,0.1233260380084997,0.019160916825137,early,early
33,0.8572026325147336,0.1232419959508027,0.0195553715334637,early,early
34,0.8574164359787517,0.1231248775451358,0.0194586864751125,early,early
35,0.8572513966241427,0.1231522642384562,0.019596339136401,early,early
36,0.8573663129881294,0.1230504248457137,0.0195832621651568,early,early
37,0.8575543346243597,0.1228525446026276,0.0195931207720127,early,early
38,0.8578806378346199,0.1225834704096293,0.0195358917547507,early,early
39,0.8580147108405106,0.1224827642624082,0.0195025248960812,early,early
40,0.8579829899195082,0.1225337520415926,0.0194832580378992,early,early
41,0.858001997897288,0.1225577119226623,0.0194402901790496,early,early
42,0.8583912745618231,0.1222382829671026,0.0193704424700744,early,early
43,0.858377668300433,0.1221925657313027,0.0194297659672642,early,early
44,0.8585971619023091,0.1219907003014055,0.0194121377952854,early,early
45,0.8589178003765094,0.1217747429068615,0.019307456715629,early,early
46,0.8588341583876061,0.1218582974150208,0.019307544196373,early,early
47,0.8588206534019234,0.121872018164923,0.0193073284321537,early,early
48,0.8588042522635273,0.1218750190517959,0.0193207286836768,early,early
49,0.8585939581704493,0.1220507871824665,0.0193552546460842,early,early
50,0.8584410533393168,0.1222038055176799,0.0193551411420033,early,early
51,0.8581936562872067,0.1223362450194598,0.0194700986923335,early,early
52,0.8580534050898799,0.1224509879553285,0.0194956069537915,early,early
53,0.8575290636705533,0.122781690145706,0.0196892461827407,early,early
54,0.8572567325978704,0.1229559610480901,0.0197873063530395,early,early
55,0.8569645705706133,0.123134358077182,0.0199010713512046,early,early
56,0.8566355629483715,0.1234343238259305,0.019930113224698,early,early
57,0.8559660445738961,0.1239933298097508,0.020040625615353,early,early
58,0.8557676973710592,0.1241357520973871,0.0200965505305536,early,early
59,0.8550202685518585,0.1246652473267047,0.0203144841204367,early,early
60,0.8548861734304002,0.1250132881570742,0.0201005384115256,early,early
61,0.854266707099215,0.1254532710513777,0.0202800218484073,early,early
62,0.8544947860515113,0.1254695736930378,0.0200356402544507,early,early
63,0.8534243744220167,0.1262224550969027,0.0203531704800806,early,early
64,0.8532326769729731,0.1264947908596225,0.0202725321664042,early,early
65,0.8508629103500511,0.1277872463193975,0.0213498433295512,early,early
66,0.8502101418558287,0.1284508108446573,0.0213390472985141,early,early
67,0.8479555006234492,0.1303108781564133,0.0217336212191375,early,early
68,0.8463253090467077,0.1317999538808395,0.0218747370714528,early,early
69,0.8422635356447687,0.1352645713825689,0.0224718929716624,early,early
70,0.8373426817268965,0.1396822470637962,0.0229750712083073,early,early
71,0.8316107710194771,0.1449259609807907,0.0234632679987322,early,early
72,0.8267343007765039,0.1496969957555994,0.0235687034668966,early,early
73,0.8150475922281818,0.1602382707200758,0.0247141370507424,early,early
74,0.8076132323459074,0.1672806582555559,0.0251061093975367,early,early
75,0.7971964606216861,0.177032273592986,0.0257712657843279,early,early
76,0.803492922117845,0.1710918901762244,0.0254151877049306,early,early
77,0.7946280979024767,0.1796606429539841,0.025711259142539,early,early
78,0.8051335758274555,0.1702502428317875,0.024616181339757,early,early
79,0.8025892731314042,0.1728993199709386,0.0245114068966571,early,early
80,0.8125933902627149,0.1639533514458266,0.0234532582904584,early,early
81,0.8111432113729177,0.1651825652744244,0.0236742233516578,early,early
82,0.8163245098465473,0.1605823212100873,0.0230931689423654,early,early
83,0.8142304886149724,0.1626427846148099,0.0231267267692176,early,early
84,0.8157440050248992,0.1614565144221991,0.0227994805519016,early,early
85,0.8130362992236219,0.1640226436566252,0.0229410571187529,early,early
86,0.8098117491469328,0.1671845878994846,0.0230036629525825,early,early
87,0.8218264409131473,0.155774231853985,0.0223993272318677,early,early
88,0.8050895249094705,0.1712139523087349,0.0236965227807946,early,early
89,0.8119370784295333,0.1652060604642826,0.0228568611051839,early,early
90,0.7915019731067431,0.1838079215131268,0.0246901053791301,early,early
91,0.8046473833265849,0.1717377317251798,0.0236148849472352,early,early
92,0.7842881814205958,0.1902459656175952,0.025465852960809,early,early
93,0.7951554323168452,0.1805007737104815,0.0243437939716732,early,early
94,0.7651570753126603,0.2081490551550637,0.0266938695312759,early,early
95,0.7706441324204141,0.2030472767591715,0.0263085908194143,early,early
96,0.7258959614685982,0.2445687704037622,0.0295352681266395,middle,early
97,0.6747837869892561,0.2927435947860133,0.0324726182237305,middle,early
98,0.637673500815174,0.328617085372746,0.03370941381108,middle,early
99,0.4773175550941868,0.4866233811167891,0.036059063788024,middle,middle
100,0.4024065145418347,0.561282674213534,0.0363108112436314,middle,middle
101,0.3025051688246379,0.660636350280215,0.0368584808941471,middle,middle
102,0.2223595323082183,0.7403910610321195,0.0372494066586622,middle,middle
103,0.1554071695751855,0.8064751660460523,0.0381176643777622,middle,middle
104,0.1326822389978919,0.8279333324199429,0.0393844285811651,middle,middle
105,0.1263378284078044,0.8312889288257956,0.0423732427653998,middle,middle
106,0.1248733331239745,0.8298392743632382,0.0452873925117874,middle,middle
107,0.1217808149783168,0.831023118014878,0.047196067005805,middle,middle
108,0.1790131607202281,0.7684049596558793,0.0525818796228926,middle,middle
109,0.1438990693277131,0.8068595978793072,0.0492413327919796,middle,middle
110,0.1644826519700334,0.7852305858902245,0.050286762138742,middle,middle
111,0.1367957210116516,0.8144940999892991,0.0487101789980493,middle,middle
112,0.1665712235901795,0.7827638216637993,0.0506649547450213,middle,middle
113,0.1261428764677294,0.8255223174722648,0.0483348060590058,middle,middle
114,0.1356005717380781,0.8151485355361946,0.0492508927247272,middle,middle
115,0.1091106434635065,0.8428479576192451,0.0480413989162483,middle,middle
