sample_id,split,condition,run_id,true_stage,true_stage_id,pred_stage,q_true,q_hat,p_E,p_M,p_L,uncertainty,entropy,misclassified,ch3_wp_energy_ratio_8__rel,ch2_iqr__rel,ch1_q25__rel,ch2_skew__rel,ch2_kurtosis__online_rank,ch2_q25__rel,ch2_kurtosis__rel,ch1_q25__online_rank,ch3_wp_energy_8__rel,ch2_band_power_q4__rel,ch3_band_ratio_q4_q1__rel,ch3_wp_energy_ratio_6__rel,ch3_band_power_q4__rel,ch5_wp_energy_8__rel,ch5_q25__rel,ch1_iqr__rel,ch1_wp_energy_8__rel,ch5_dom_power__rel,ch1_rms__rel,ch5_q75__rel,ch1_spec_centroid__online_rank,ch1_band_power_q4__rel,ch4_wp_energy_1__rel,ch3_skew__rel,ch1_dom_power__slope,ch2_dom_power__rel,ch3_wp_energy_ratio_5__rel,ch2_skew__online_rank,ch6_wp_energy_ratio_1__rel,ch1_var__rel,ch3_wp_energy_ratio_8__online_rank,ch4_band_power_q1__rel,ch2_rms__rel,ch4_wp_energy_7__rel,ch2_wp_energy_2__rel,ch6_wp_energy_ratio_4__rel,ch3_wp_energy_ratio_7__rel,ch2_wp_energy_ratio_8__rel,ch5_median__rel,ch5_wp_energy_7__rel,ch6_wp_energy_1__rel,ch2_band_ratio_q4_q1__rel,ch1_spec_centroid__rel,ch4_dom_power__rel,ch2_wp_energy_8__rel
final_train_00000,final_train,C1,12,early,0,early,0.1932077187551013,0.3069212138652801,0.9549612402915956,0.0304330326616764,0.0146057028323411,0.0450387597084045,0.1929859185858363,0,-0.5323260426521301,-1.227511644363403,0.6392238140106201,0.7806509733200073,0.7309187650680542,0.1075455695390701,0.0484406761825084,1.0326217412948608,-0.8395476937294006,-0.4198561906814575,-0.3494018912315368,-0.8818501830101013,-1.007258653640747,-1.365411639213562,1.0447731018066406,-1.4573142528533936,-1.3950313329696655,-1.3558450937271118,-1.3177251815795898,-1.4820902347564695,0.2860741913318634,-0.8495608568191528,-0.8641303181648254,1.127920150756836,-0.1376274675130844,-1.00856351852417,-0.0333003439009189,1.0306106805801392,0.8097649812698364,-1.7509950399398804,-0.6155282258987427,-1.2265748977661133,-1.3011046648025513,-0.6969966888427734,-0.9901249408721924,-1.0688930749893188,-0.8022867441177368,-0.8369792699813843,-0.7582741975784302,-0.399268090724945,-1.8695061206817627,-0.4066845178604126,-0.4060674607753753,-1.1751396656036377,-1.0507639646530151
final_train_00001,final_train,C1,13,early,0,early,0.2101847712464187,0.3075820207595825,0.9546383619308472,0.0306118857115507,0.0147497719153761,0.0453616380691528,0.1940939308213459,0,-0.0833949446678161,-0.951139271259308,1.6289572715759275,0.6388527750968933,0.776569664478302,-0.5375670194625854,0.0998346284031868,1.6752692461013794,-1.11414897441864,0.1455873548984527,-0.0958835706114769,-0.5380693078041077,-1.2231775522232056,-1.0826070308685305,2.06052041053772,-1.9260952472686768,-1.1260076761245728,-0.9780250787734984,-0.0551124811172485,-0.1436409205198288,-1.7773702144622805,-0.0245879814028739,0.0439757071435451,0.8167538046836853,-0.1086398139595985,-1.38288414478302,-0.335917204618454,-0.0759686082601547,1.465679168701172,-1.4439420700073242,0.8209298253059387,-0.4078636467456817,-1.3043402433395386,-1.4024454355239868,-0.935724675655365,-1.1154459714889526,-0.2533714175224304,-0.8841758370399475,1.626881122589111,-1.2059359550476074,-0.7573997378349304,-0.305745005607605,-1.625076413154602,-0.8213623762130737,-1.2210773229599
final_train_00002,final_train,C1,14,early,0,early,0.2253597093096253,0.3065766096115112,0.9547988772392272,0.0305382460355758,0.0146628487855196,0.0452011227607727,0.1935331022020063,0,-0.2370178699493408,-0.8288497924804688,1.6652593612670898,0.8428024053573608,0.8156989812850952,-0.738858163356781,0.1109290122985839,1.6752692461013794,-0.9828049540519714,-0.0667797327041626,-0.250204861164093,-1.1520522832870483,-0.9953973889350892,-1.0320703983306885,0.7115596532821655,-1.631251335144043,-1.3604271411895752,-0.9373971223831176,0.3294760286808014,-1.7435035705566406,-1.5590163469314575,-0.155990794301033,-0.0363335385918617,0.9218668937683104,-0.1360269486904144,-0.9074141383171082,-0.3538145124912262,1.4416258335113523,1.3731496334075928,-1.2101235389709473,0.4740989208221435,-0.5420138835906982,-1.1035672426223757,-1.335796356201172,-0.9131637811660768,-0.9309455752372742,-0.7433713674545288,-0.9692469835281372,-1.4517767429351809,-1.123579740524292,-0.9482444524765016,-0.3558520078659057,-1.5952246189117432,-0.7852523922920227,-1.3606771230697632
final_train_00003,final_train,C1,15,early,0,early,0.2388500265425312,0.3061904907226562,0.9548272490501404,0.0305528733879327,0.014619942754507,0.0451727509498596,0.1934157090584351,0,-0.4554603397846222,-0.8833936452865601,1.6198991537094116,0.8233749866485596,1.007867455482483,-0.5286681056022644,0.1326688528060913,1.6752692461013794,-1.108472466468811,0.0882205665111541,-0.2905500531196594,-0.973830223083496,-0.8982499241828918,-1.0257983207702637,0.4767452776432037,-1.641354203224182,-1.404272198677063,-0.9265909194946288,0.4298954010009765,-1.8486719131469729,-1.8996484279632568,-0.1277748495340347,0.0670967102050781,1.0427426099777222,-0.1374523043632507,-0.8089950680732727,0.0466528348624706,1.2772197723388672,1.4125580787658691,-1.230018138885498,-0.6681308746337891,-0.4339447319507599,-1.0877766609191897,-1.283887267112732,-0.951037049293518,-1.130361795425415,-0.6519953608512878,-0.9604176878929138,-1.8171056509017944,-1.0662013292312622,-0.5108194351196289,-0.2980723977088928,-1.67043936252594,-0.7732961773872375,-1.3299610614776611
final_train_00004,final_train,C1,16,early,0,early,0.2507679649311761,0.3063053786754608,0.9547027945518494,0.0305679570883512,0.0147292613983154,0.0452972054481506,0.1938784862583782,0,-0.3318667709827423,-0.9382684826850892,1.5727827548980713,0.803848385810852,1.0276495218276978,-0.3227603435516357,0.1404099613428115,1.6752692461013794,-0.8827358484268188,0.0487673990428447,-0.1572470217943191,-0.8305608630180359,-0.5795722603797913,-0.936427354812622,0.9370239973068236,-1.7356809377670288,-1.269724726676941,-0.9099347591400146,0.4303540289402008,-1.3058124780654907,-0.9558136463165284,0.1123339310288429,-0.0665789470076561,1.0308687686920166,-0.1488493382930755,-0.8968073129653931,-0.0420683473348617,1.13336443901062,1.2126387357711792,-1.3768340349197388,-0.2867614030838012,-0.4295411705970764,-1.148534893989563,-1.2150778770446775,-0.9940807819366456,-0.8766273856163025,-0.5112951397895813,-0.9152844548225404,-0.7711354494094849,-0.9900010228157043,-0.8692612648010254,-0.2492630332708358,-1.526371717453003,-0.7603323459625244,-1.2359843254089355
final_train_00005,final_train,C1,17,early,0,early,0.2612206852652242,0.3065139353275299,0.9546598196029664,0.0304711237549781,0.0148691218346357,0.0453401803970336,0.1941054327723278,0,-0.4022814929485321,-0.947487771511078,1.5199270248413086,0.8024763464927673,1.0451042652130127,-0.3004292547702789,0.1512358486652374,1.6752692461013794,-0.9151939749717712,-0.11621855199337,-0.1963759213685989,-0.747319757938385,-0.6365192532539368,-0.9352333545684814,1.0695974826812744,-1.6445177793502808,-1.2209290266036987,-0.9027857184410096,0.419226586818695,-1.0691698789596558,-1.291853904724121,-0.1681147962808609,-0.1233803555369377,1.037567973136902,-0.1358967423439026,-0.8450143337249756,0.1578232049942016,1.4416258335113523,1.108437180519104,-1.3081339597702026,-0.6928851008415222,-0.407222181558609,-1.1176446676254272,-1.1578166484832764,-1.0557825565338137,-0.8980231285095215,-0.4401685893535614,-0.911484956741333,-0.4656112790107727,-0.9330279231071472,-0.9136360883712769,-0.2711547017097473,-1.5217677354812622,-0.7570541501045227,-1.2080737352371216
final_train_00006,final_train,C1,18,early,0,early,0.2703104335047634,0.3062337934970855,0.9546602368354796,0.0303235817700624,0.0150161860510706,0.0453397631645202,0.1941990488875131,0,-0.4036523103713989,-1.0172314643859863,1.4771971702575684,0.8065778017044067,1.060619592666626,-0.1960749477148056,0.1767933964729309,1.6752692461013794,-0.943915605545044,-0.1494717746973037,-0.1112216338515281,-0.6748115420341492,-0.5771009922027588,-0.9629135131835938,1.066476345062256,-1.7061864137649536,-1.2928069829940796,-0.8846079111099243,0.3779264688491821,-1.1491643190383911,-2.032116413116455,-0.1438360214233398,-0.2720204591751098,1.013771891593933,-0.1410302817821502,-0.9563417434692384,0.1766983270645141,1.4416258335113523,1.056648850440979,-1.3669360876083374,-0.7031993865966797,-0.5806112289428711,-1.18290114402771,-1.1416975259780884,-1.002527117729187,-0.8594146370887756,-0.3213595151901245,-0.8845367431640625,-0.4665985405445099,-0.9083804488182068,-0.973007321357727,-0.241876408457756,-1.6577469110488892,-0.7370429039001465,-1.187414288520813
final_train_00007,final_train,C1,19,early,0,early,0.2781347032038214,0.3062550127506256,0.9546783566474916,0.0302257016301155,0.0150959314778447,0.0453216433525085,0.1941927824944074,0,-0.4069778621196747,-1.0662237405776978,1.441909909248352,0.7858145833015442,1.0745017528533936,-0.0679176449775695,0.1794103384017944,1.6752692461013794,-0.9515457153320312,-0.2761938869953155,-0.1418202817440033,-0.8497306704521179,-0.7708885073661804,-0.9493116736412048,0.993169903755188,-1.703732967376709,-1.245146632194519,-0.9209936857223512,0.3429138362407684,-1.2295758724212646,-2.066976547241211,-0.2561109662055969,-0.2770493030548095,0.9018582701683044,-0.1379898786544799,-1.0556910037994385,-0.2669322788715362,1.3118315935134888,1.1135340929031372,-1.3884605169296265,-0.7124279141426086,-0.587890625,-1.246829628944397,-1.1495145559310913,-1.2410169839859009,-0.8286641240119934,-0.4431127309799194,-0.9210824966430664,-0.6265799403190613,-0.914134919643402,-0.8495463132858276,-0.2415741533041,-1.862410068511963,-0.7691256999969482,-1.3953818082809448
final_train_00008,final_train,C1,20,early,0,early,0.284786393978896,0.3062621653079986,0.9547033309936525,0.0301109794527292,0.0151855833828449,0.0452966690063476,0.1941702940100583,0,-0.4031569361686706,-1.0458611249923706,1.4167557954788208,0.783358633518219,1.0869957208633425,-0.0986771062016487,0.1836044490337371,1.6752692461013794,-0.8445132374763489,-0.3552911877632141,-0.1595050245523452,-0.9667574167251588,-0.7131941318511963,-0.9703860282897948,1.1372058391571045,-1.695833444595337,-1.249702215194702,-0.9202656745910645,0.3117311298847198,-1.141723394393921,-2.098350524902344,-0.3690509498119354,-0.3842368423938751,0.96902596950531,-0.1396188139915466,-0.985778033733368,-0.5901688933372498,1.3183213472366333,1.0589252710342407,-1.372998595237732,-0.7207335829734802,-0.6983740329742432,-1.2027225494384766,-1.112516164779663,-1.0766851902008057,-0.8010609745979309,-0.5679087042808533,-0.8968448638916016,-0.4597391784191131,-0.8783891201019287,-0.9829232692718506,-0.2573389410972595,-1.8953274488449097,-0.7678238749504089,-1.2773261070251465
final_train_00009,final_train,C1,21,early,0,early,0.290353966081007,0.3087629079818725,0.9536685943603516,0.0302993562072515,0.0160320419818162,0.0463314056396484,0.1979313505994137,0,0.3101541399955749,-2.130615234375,-0.0033676135353744,0.2275001257658004,-0.3712241351604461,0.8174148797988892,0.0409852005541324,0.3287697732448578,-1.3111088275909424,-0.7386455535888672,0.4257907271385193,0.1503775268793106,-1.2918161153793335,-0.741561770439148,1.986757755279541,-1.1361373662948608,-0.8887579441070557,-0.7883974313735962,-2.400367021560669,0.3948000073432922,-0.2343359589576721,-0.8531309962272644,-0.7234047055244446,0.4964266121387481,-0.1748389452695846,-2.200649738311768,1.1970739364624023,-0.7895993590354919,0.2195627987384796,-2.2403156757354736,1.2255659103393557,-0.9281052350997924,-2.3316073417663574,0.1086580827832222,-0.7862107157707214,-0.8292210698127747,0.6559224724769592,-0.4649294018745422,2.216015100479126,0.5267053246498108,-1.2713494300842283,-0.0730824321508407,-0.925308644771576,-0.6474024653434753,-1.0450881719589231
