sample_id,split,condition,run_id,true_stage,true_stage_id,pred_stage,q_true,q_hat,p_E,p_M,p_L,uncertainty,entropy,misclassified,h_00,h_01,h_02,h_03,h_04,h_05,h_06,h_07,h_08,h_09,h_10,h_11,h_12,h_13,h_14,h_15,h_16,h_17,h_18,h_19,h_20,h_21,h_22,h_23,h_24,h_25,h_26,h_27,h_28,h_29,h_30,h_31,h_32,h_33,h_34,h_35,h_36,h_37,h_38,h_39,h_40,h_41,h_42,h_43,h_44,h_45,h_46,h_47,h_48,h_49,h_50,h_51,h_52,h_53,h_54,h_55,h_56,h_57,h_58,h_59,h_60,h_61,h_62,h_63
final_train_00000,final_train,C1,12,early,0,early,0.1932077187551013,0.3069212138652801,0.9549612402915956,0.0304330326616764,0.0146057028323411,0.0450387597084045,0.1929859185858363,0,0.0,1.3942937850952148,2.485851764678955,0.0,0.0,1.874256253242493,0.7846084237098694,2.1977994441986084,0.6584883332252502,0.0,0.0,0.0,0.0,0.1756742745637893,2.398271083831787,1.2687718868255615,0.1221325993537902,0.0,2.5243828296661377,0.0230080857872962,0.0,0.0,0.0,2.172210216522217,0.1914668679237365,0.3284940123558044,0.0,0.0,0.0,0.172502338886261,0.0,3.3625850677490234,0.040417693555355,0.8292086124420166,0.0,0.0,0.0,0.0,0.0,0.2015521228313446,0.0,2.359013795852661,0.0,0.0,0.0,0.0,0.0,0.0,2.538679599761963,0.0,0.5753498077392578,0.0,0.0,0.0,0.0,0.0,1.6559110879898071,1.567497730255127,0.0,0.7741442918777466,0.0,0.0,0.0,1.6486855745315552
final_train_00001,final_train,C1,13,early,0,early,0.2101847712464187,0.3075820207595825,0.9546383619308472,0.0306118857115507,0.0147497719153761,0.0453616380691528,0.1940939308213459,0,0.0,1.3914740085601809,2.4872963428497314,0.0,0.0,1.867462992668152,0.7751035094261169,2.2022547721862797,0.6474023461341858,0.0,0.0,0.0,0.0,0.1735932826995849,2.3939754962921143,1.2637455463409424,0.1219523847103118,0.0,2.5227913856506348,0.0217724740505218,0.0,0.0,0.0,2.164515972137451,0.1986580491065979,0.3227669298648834,0.0,0.0,0.0,0.1777999699115753,0.0,3.349731922149658,0.0320680513978004,0.8326166272163391,0.0,0.0,0.0,0.0,0.0,0.2044988274574279,0.0,2.3511650562286377,0.0,0.0,0.0,0.0,0.0,0.0,2.527074813842773,0.0,0.5632821321487427,0.0,0.0,0.0,0.0,0.0,1.64862859249115,1.5659379959106443,0.0,0.7799093127250671,0.0,0.0,0.0,1.644342064857483
final_train_00002,final_train,C1,14,early,0,early,0.2253597093096253,0.3065766096115112,0.9547988772392272,0.0305382460355758,0.0146628487855196,0.0452011227607727,0.1935331022020063,0,0.0,1.3930772542953491,2.4913811683654785,0.0,0.0,1.866267204284668,0.7823460102081299,2.2050111293792725,0.6562756896018982,0.0,0.0,0.0,0.0,0.1768566817045211,2.3964877128601074,1.2696532011032104,0.1256722062826156,0.0,2.5303444862365723,0.0195120945572853,0.0,0.0,0.0,2.1746156215667725,0.2026238441467285,0.3249617516994476,0.0,0.0,0.0,0.173121839761734,0.0,3.350832939147949,0.0298636928200721,0.8319798707962036,0.0,0.0,0.0,0.0,0.0,0.2101571708917617,0.0,2.35169529914856,0.0,0.0,0.0,0.0,0.0,0.0,2.5346827507019043,0.0,0.57163405418396,0.0,0.0,0.0,0.0,0.0,1.649046540260315,1.5673326253890991,0.0,0.7910170555114746,0.0,0.0,0.0,1.646466612815857
final_train_00003,final_train,C1,15,early,0,early,0.2388500265425312,0.3061904907226562,0.9548272490501404,0.0305528733879327,0.014619942754507,0.0451727509498596,0.1934157090584351,0,0.0,1.394157886505127,2.489676713943481,0.0,0.0,1.865890383720398,0.7863933444023132,2.2057130336761475,0.6605326533317566,0.0,0.0,0.0,0.0,0.1811919063329696,2.39514684677124,1.272140383720398,0.1261526942253112,0.0,2.538048505783081,0.0203794501721858,0.0,0.0,0.0,2.175133228302002,0.2041094452142715,0.3244999349117279,0.0,0.0,0.0,0.1668295860290527,0.0,3.34949803352356,0.025511011481285,0.8312410712242126,0.0,0.0,0.0,0.0,0.0,0.2107952386140823,0.0,2.35086989402771,0.0,0.0,0.0,0.0,0.0,0.0,2.541798591613769,0.0,0.5794623494148254,0.0,0.0,0.0,0.0,0.0,1.6486810445785522,1.566541314125061,0.0,0.7969430685043335,0.0,0.0,0.0,1.6471937894821167
final_train_00004,final_train,C1,16,early,0,early,0.2507679649311761,0.3063053786754608,0.9547027945518494,0.0305679570883512,0.0147292613983154,0.0452972054481506,0.1938784862583782,0,0.0,1.4012922048568726,2.4851887226104736,0.0,0.0,1.861407160758972,0.7855486869812012,2.206761360168457,0.65362548828125,0.0,0.0,0.0,0.0,0.1818751245737075,2.395920753479004,1.263146162033081,0.1237444728612899,0.0,2.5380451679229736,0.0256899818778038,0.0,0.0,0.0,2.170127868652344,0.2111213505268097,0.3213747441768646,0.0,0.0,0.0,0.1691076755523681,0.0,3.3412156105041504,0.0249715074896812,0.8353567123413086,0.0,0.0,0.0,0.0,0.0,0.2183297872543335,0.0,2.3505895137786865,0.0,0.0,0.0,0.0,0.0,0.0,2.542386531829834,0.0,0.5653462409973145,0.0,0.0,0.0,0.0,0.0,1.6469892263412476,1.5657364130020142,0.0,0.7982057332992554,0.0,0.0,0.0,1.6486674547195437
final_train_00005,final_train,C1,17,early,0,early,0.2612206852652242,0.3065139353275299,0.9546598196029664,0.0304711237549781,0.0148691218346357,0.0453401803970336,0.1941054327723278,0,0.0,1.4055989980697632,2.4752163887023926,0.0,0.0,1.8582030534744265,0.7970185875892639,2.2050392627716064,0.6396816968917847,0.0,0.0,0.0,0.0,0.1856032013893127,2.398255586624145,1.2528131008148191,0.1219679862260818,0.0,2.531212091445923,0.0355184078216552,0.0,0.0,0.0,2.1682896614074707,0.2140315771102905,0.3191950023174286,0.0,0.0,0.0,0.1662450432777404,0.0,3.336399555206299,0.0268617272377014,0.839846670627594,0.0,0.0,0.0,0.0,0.0,0.2268696725368499,0.0,2.350347757339477,0.0,0.0,0.0,0.0,0.0,0.0,2.55044174194336,0.0,0.5556082725524902,0.0,0.0,0.0,0.0,0.0,1.6457655429840088,1.5679495334625244,0.0,0.7915610074996948,0.0,0.0,0.0,1.6427156925201416
final_train_00006,final_train,C1,18,early,0,early,0.2703104335047634,0.3062337934970855,0.9546602368354796,0.0303235817700624,0.0150161860510706,0.0453397631645202,0.1941990488875131,0,0.0,1.4057176113128662,2.467945098876953,0.0,0.0,1.8611613512039185,0.8091035485267639,2.1988840103149414,0.6252198219299316,0.0,0.0,0.0,0.0,0.1862416565418243,2.4019625186920166,1.243390679359436,0.1198837906122207,0.0,2.5231852531433105,0.046674869954586,0.0,0.0,0.0,2.1671600341796875,0.2233873903751373,0.3194880187511444,0.0,0.0,0.0,0.1654900312423706,0.0,3.330658197402954,0.031660072505474,0.8470188975334167,0.0,0.0,0.0,0.0,0.0,0.2386557310819625,0.0,2.35113263130188,0.0,0.0,0.0,0.0,0.0,0.0,2.559028625488281,0.0,0.5461322069168091,0.0,0.0,0.0,0.0,0.0,1.6494643688201904,1.5694451332092283,0.0,0.7855996489524841,0.0,0.0,0.0,1.6374555826187134
final_train_00007,final_train,C1,19,early,0,early,0.2781347032038214,0.3062550127506256,0.9546783566474916,0.0302257016301155,0.0150959314778447,0.0453216433525085,0.1941927824944074,0,0.0,1.405790090560913,2.459988594055176,0.0,0.0,1.8640168905258176,0.8196786642074585,2.1946845054626465,0.61627197265625,0.0,0.0,0.0,0.0,0.1881602108478546,2.40334701538086,1.2363054752349854,0.1166919693350792,0.0,2.517780303955078,0.0546458661556243,0.0,0.0,0.0,2.1664469242095947,0.2262880206108093,0.320262610912323,0.0,0.0,0.0,0.1626879870891571,0.0,3.330836057662964,0.0349252149462699,0.8499720692634583,0.0,0.0,0.0,0.0,0.0,0.2440855205059051,0.0,2.3515288829803467,0.0,0.0,0.0,0.0,0.0,0.0,2.565196990966797,0.0,0.5452067852020264,0.0,0.0,0.0,0.0,0.0,1.6503586769104004,1.57096266746521,0.0,0.7788213491439819,0.0,0.0,0.0,1.6322109699249268
final_train_00008,final_train,C1,20,early,0,early,0.284786393978896,0.3062621653079986,0.9547033309936525,0.0301109794527292,0.0151855833828449,0.0452966690063476,0.1941702940100583,0,0.0,1.4068537950515747,2.456660270690918,0.0,0.0,1.8653836250305176,0.8272054195404053,2.192105531692505,0.6088530421257019,0.0,0.0,0.0,0.0,0.1861924231052398,2.405345678329468,1.231616735458374,0.1191539093852043,0.0,2.510597944259644,0.0607677996158599,0.0,0.0,0.0,2.1680119037628174,0.2301896512508392,0.3199273645877838,0.0,0.0,0.0,0.1630831956863403,0.0,3.3317184448242188,0.0395728573203086,0.8494467735290527,0.0,0.0,0.0,0.0,0.0,0.2504529058933258,0.0,2.3537700176239014,0.0,0.0,0.0,0.0,0.0,0.0,2.567838191986084,0.0,0.5379629135131836,0.0,0.0,0.0,0.0,0.0,1.6509463787078855,1.5726094245910645,0.0,0.7725774049758911,0.0,0.0,0.0,1.629840850830078
final_train_00009,final_train,C1,21,early,0,early,0.290353966081007,0.3087629079818725,0.9536685943603516,0.0302993562072515,0.0160320419818162,0.0463314056396484,0.1979313505994137,0,0.0,1.4051880836486816,2.44931697845459,0.0,0.0,1.8636350631713867,0.8216692209243774,2.172433614730835,0.5651661157608032,0.0,0.0,0.0,0.0,0.1680059432983398,2.3971900939941406,1.2048852443695068,0.1320095360279083,0.0,2.465462446212769,0.087969996035099,0.0,0.0,0.0,2.13039231300354,0.2483842372894287,0.3077670633792877,0.0,0.0,0.0,0.1910575926303863,0.0,3.303877830505371,0.0509461313486099,0.8611338138580322,0.0,0.0,0.0,0.0,0.0,0.277114599943161,0.0,2.349541187286377,0.0,0.0,0.0,0.0,0.0,0.0,2.536769390106201,0.0,0.4831913113594055,0.0,0.0,0.0,0.0,0.0,1.6528847217559814,1.5625344514846802,0.0,0.7334235906600952,0.0,0.0,0.0,1.6309295892715454
final_train_00010,final_train,C1,22,early,0,early,0.2949215912584859,0.3083017766475677,0.9540761709213256,0.0301575064659118,0.0157662499696016,0.0459238290786743,0.1964951936703838,0,0.0,1.4055402278900146,2.4536259174346924,0.0,0.0,1.8610219955444336,0.827853262424469,2.1754729747772217,0.5720362067222595,0.0,0.0,0.0,0.0,0.169827789068222,2.40077805519104,1.2168678045272827,0.1299910247325897,0.0,2.4732940196990967,0.076826199889183,0.0,0.0,0.0,2.1389718055725098,0.2379776537418365,0.3141410648822784,0.0,0.0,0.0,0.1858137249946594,0.0,3.3186631202697754,0.0505109205842018,0.8565283417701721,0.0,0.0,0.0,0.0,0.0,0.2691790163516998,0.0,2.352686643600464,0.0,0.0,0.0,0.0,0.0,0.0,2.5461878776550293,0.0,0.506306529045105,0.0,0.0,0.0,0.0,0.0,1.6547744274139404,1.5673503875732422,0.0,0.7399525046348572,0.0,0.0,0.0,1.630103349685669
final_train_00011,final_train,C1,23,early,0,early,0.2985692998285967,0.3081865012645721,0.9540857076644896,0.0302048455923795,0.0157094653695821,0.0459142923355102,0.1964317837401474,0,0.0,1.3986945152282717,2.4511196613311768,0.0,0.0,1.8625893592834477,0.8360430002212524,2.1749072074890137,0.5754583477973938,0.0,0.0,0.0,0.0,0.1719904541969299,2.402198076248169,1.2248979806900024,0.1333777010440826,0.0,2.4728004932403564,0.0718445852398872,0.0,0.0,0.0,2.141139030456543,0.2345751225948333,0.3174563646316528,0.0,0.0,0.0,0.1790595352649688,0.0,3.3226633071899414,0.0507242530584335,0.854566752910614,0.0,0.0,0.0,0.0,0.0,0.2629700005054474,0.0,2.349374294281006,0.0,0.0,0.0,0.0,0.0,0.0,2.549132823944092,0.0,0.5269541144371033,0.0,0.0,0.0,0.0,0.0,1.6532464027404783,1.5665926933288574,0.0,0.7400705218315125,0.0,0.0,0.0,1.6236761808395386
final_train_00012,final_train,C1,24,early,0,early,0.3013731241569073,0.3086109161376953,0.953926682472229,0.0302691981196403,0.0158041529357433,0.0460733175277709,0.1969875938195538,0,0.0,1.3982493877410889,2.447053909301758,0.0,0.0,1.8593530654907229,0.834271252155304,2.1759700775146484,0.5706346035003662,0.0,0.0,0.0,0.0,0.1690003126859665,2.398042917251587,1.2219891548156738,0.1322637796401977,0.0,2.473684310913086,0.0725752934813499,0.0,0.0,0.0,2.136089324951172,0.2330827414989471,0.316411018371582,0.0,0.0,0.0,0.1763907372951507,0.0,3.318398714065552,0.0488253831863403,0.8513802289962769,0.0,0.0,0.0,0.0,0.0,0.2606542706489563,0.0,2.34400486946106,0.0,0.0,0.0,0.0,0.0,0.0,2.546817779541016,0.0,0.5179961919784546,0.0,0.0,0.0,0.0,0.0,1.6483851671218872,1.5698977708816528,0.0,0.7388831973075867,0.0,0.0,0.0,1.6215006113052368
final_train_00013,final_train,C1,25,early,0,early,0.3034055671124052,0.308933824300766,0.9535585641860962,0.0303494818508625,0.016092013567686,0.0464414358139038,0.1983115660356459,0,0.0,1.3956217765808103,2.4397647380828857,0.0,0.0,1.85638427734375,0.8392938375473022,2.1681180000305176,0.5633686780929565,0.0,0.0,0.0,0.0,0.165365383028984,2.392744302749634,1.2153815031051636,0.1378387510776519,0.0,2.4633657932281494,0.0850143805146217,0.0,0.0,0.0,2.131714344024658,0.2386976182460785,0.3176424503326416,0.0,0.0,0.0,0.1796151101589203,0.0,3.310178518295288,0.0567938014864921,0.8507190942764282,0.0,0.0,0.0,0.0,0.0,0.2691259980201721,0.0,2.339648485183716,0.0,0.0,0.0,0.0,0.0,0.0,2.538351535797119,0.0,0.5056741833686829,0.0,0.0,0.0,0.0,0.0,1.6436313390731812,1.5726099014282229,0.0,0.7339237332344055,0.0,0.0,0.0,1.6170307397842407
final_train_00014,final_train,C1,26,early,0,early,0.304808296554342,0.3086951971054077,0.9536929726600648,0.0302794370800256,0.016027508303523,0.0463070273399353,0.1978520169776058,0,0.0,1.3929812908172607,2.4365992546081543,0.0,0.0,1.860901355743408,0.8426192402839661,2.1681559085845947,0.5608081221580505,0.0,0.0,0.0,0.0,0.1646100878715515,2.3945016860961914,1.2165017127990725,0.1367868036031723,0.0,2.466268539428711,0.0831852182745933,0.0,0.0,0.0,2.135511636734009,0.2412052452564239,0.3173314332962036,0.0,0.0,0.0,0.1739406585693359,0.0,3.3126258850097656,0.057297758758068,0.8513727784156799,0.0,0.0,0.0,0.0,0.0,0.2664539217948913,0.0,2.3411788940429688,0.0,0.0,0.0,0.0,0.0,0.0,2.54392671585083,0.0,0.5124451518058777,0.0,0.0,0.0,0.0,0.0,1.6454367637634275,1.5718120336532593,0.0,0.7357328534126282,0.0,0.0,0.0,1.6161000728607178
final_train_00015,final_train,C1,27,early,0,early,0.3057115883934917,0.3088741302490234,0.9535337090492249,0.0303119383752346,0.0161543525755405,0.0464662909507751,0.1984252970014281,0,0.0,1.3904014825820925,2.432168483734131,0.0,0.0,1.861960530281067,0.8445094227790833,2.1630489826202397,0.5560001730918884,0.0,0.0,0.0,0.0,0.1604007631540298,2.3905937671661377,1.212526559829712,0.1370092779397964,0.0,2.463444471359253,0.0872813090682029,0.0,0.0,0.0,2.129850387573242,0.243489533662796,0.3167896270751953,0.0,0.0,0.0,0.1715591251850128,0.0,3.309624433517456,0.0585556551814079,0.8513026833534241,0.0,0.0,0.0,0.0,0.0,0.2687543332576751,0.0,2.337785243988037,0.0,0.0,0.0,0.0,0.0,0.0,2.54259729385376,0.0,0.5102585554122925,0.0,0.0,0.0,0.0,0.0,1.6466306447982788,1.5720415115356443,0.0,0.7307281494140625,0.0,0.0,0.0,1.6130472421646118
final_train_00016,final_train,C1,28,early,0,early,0.3062348967301653,0.3089090585708618,0.9535565972328186,0.0303048361092805,0.0161385703831911,0.0464434027671813,0.1983444035631544,0,0.0,1.3887643814086914,2.430124044418335,0.0,0.0,1.862635850906372,0.8452340960502625,2.163767576217652,0.5549984574317932,0.0,0.0,0.0,0.0,0.1610317081212997,2.391401529312134,1.2104274034500122,0.1342349350452423,0.0,2.464261293411255,0.0871197208762168,0.0,0.0,0.0,2.13193678855896,0.244314819574356,0.3168320953845978,0.0,0.0,0.0,0.1689838469028473,0.0,3.309117555618286,0.0589923933148384,0.8519882559776306,0.0,0.0,0.0,0.0,0.0,0.2675363421440124,0.0,2.33838415145874,0.0,0.0,0.0,0.0,0.0,0.0,2.5427727699279785,0.0,0.510681688785553,0.0,0.0,0.0,0.0,0.0,1.6451654434204102,1.5733940601348877,0.0,0.7323873043060303,0.0,0.0,0.0,1.6123173236846924
final_train_00017,final_train,C1,29,early,0,early,0.3064874039598791,0.3099898993968963,0.9530200362205504,0.0305270757526159,0.0164529960602521,0.0469799637794494,0.2002057800243575,0,0.0,1.3850630521774292,2.420287847518921,0.0,0.0,1.8577320575714111,0.8428816795349121,2.155490636825561,0.5485082268714905,0.0,0.0,0.0,0.0,0.1577302813529968,2.38135313987732,1.197658896446228,0.1340889781713485,0.0,2.458296298980713,0.0970165655016899,0.0,0.0,0.0,2.117767333984375,0.2440511882305145,0.3164612054824829,0.0,0.0,0.0,0.1689341366291046,0.0,3.297179937362671,0.0585240796208381,0.8562416434288025,0.0,0.0,0.0,0.0,0.0,0.2713639438152313,0.0,2.3304152488708496,0.0,0.0,0.0,0.0,0.0,0.0,2.529215812683105,0.0,0.5013414621353149,0.0,0.0,0.0,0.0,0.0,1.6410584449768066,1.5756080150604248,0.0,0.7244428396224976,0.0,0.0,0.0,1.6090961694717407
final_train_00018,final_train,C1,30,early,0,early,0.3065685515019318,0.3095602989196777,0.9531861543655396,0.0304684694856405,0.016345378011465,0.0468138456344604,0.199624280445942,0,0.0,1.3809142112731934,2.419053792953491,0.0,0.0,1.8628228902816768,0.8442552089691162,2.156555652618408,0.5460762977600098,0.0,0.0,0.0,0.0,0.1571448743343353,2.3835411071777344,1.202540397644043,0.1319878250360489,0.0,2.4615354537963867,0.0933521762490272,0.0,0.0,0.0,2.12251615524292,0.2462473511695861,0.3181360960006714,0.0,0.0,0.0,0.1658209860324859,0.0,3.300657033920288,0.0599883645772933,0.8570561408996582,0.0,0.0,0.0,0.0,0.0,0.2666379511356354,0.0,2.3305389881134038,0.0,0.0,0.0,0.0,0.0,0.0,2.5344104766845703,0.0,0.5113155841827393,0.0,0.0,0.0,0.0,0.0,1.6435613632202148,1.5728000402450562,0.0,0.7291287779808044,0.0,0.0,0.0,1.6075718402862549
final_train_00019,final_train,C1,31,early,0,early,0.3065685515019318,0.3097630441188812,0.9531994462013244,0.0304575860500335,0.0163430273532867,0.0468005537986755,0.1995814194021886,0,0.0,1.3791192770004272,2.41670298576355,0.0,0.0,1.863752841949463,0.8447827100753784,2.1546034812927246,0.5420610308647156,0.0,0.0,0.0,0.0,0.1586092859506607,2.38247013092041,1.2002055644989014,0.1267457008361816,0.0,2.4594857692718506,0.0951953306794166,0.0,0.0,0.0,2.121433973312378,0.2450200617313385,0.3185820877552032,0.0,0.0,0.0,0.1655088663101196,0.0,3.301377773284912,0.0602355077862739,0.8568534851074219,0.0,0.0,0.0,0.0,0.0,0.2638247609138489,0.0,2.329589366912842,0.0,0.0,0.0,0.0,0.0,0.0,2.535371780395508,0.0,0.5113928318023682,0.0,0.0,0.0,0.0,0.0,1.6435270309448242,1.574974775314331,0.0,0.7282474637031555,0.0,0.0,0.0,1.60458242893219
final_train_00020,final_train,C1,32,early,0,early,0.3065685515019318,0.3098668754100799,0.9532121419906616,0.0304207764565944,0.0163670927286148,0.0467878580093383,0.1995551195402146,0,0.0,1.3790278434753418,2.414131164550781,0.0,0.0,1.8666740655899048,0.8461148142814636,2.153825521469116,0.5371560454368591,0.0,0.0,0.0,0.0,0.1551694869995117,2.382943153381348,1.1999062299728394,0.1285005509853363,0.0,2.455658197402954,0.0944757089018821,0.0,0.0,0.0,2.122070550918579,0.2445301115512848,0.3170877993106842,0.0,0.0,0.0,0.1660106480121612,0.0,3.302907466888428,0.0630606338381767,0.8565124869346619,0.0,0.0,0.0,0.0,0.0,0.2630016505718231,0.0,2.3291187286376958,0.0,0.0,0.0,0.0,0.0,0.0,2.535728454589844,0.0,0.5111745595932007,0.0,0.0,0.0,0.0,0.0,1.6438215970993042,1.5741147994995115,0.0,0.7249595522880554,0.0,0.0,0.0,1.6026049852371216
final_train_00021,final_train,C1,33,early,0,early,0.3065685515019318,0.3093853294849396,0.9535846710205078,0.0305758155882358,0.0158394742757082,0.0464153289794921,0.1980809980347715,0,0.0,1.3789737224578855,2.4257333278656006,0.0,0.0,1.872048497200012,0.8500419855117798,2.1682324409484863,0.5647343993186951,0.0,0.0,0.0,0.0,0.1798387765884399,2.394909620285034,1.2139978408813477,0.1176072433590889,0.0,2.4595320224761963,0.0737583935260772,0.0,0.0,0.0,2.136455535888672,0.2252460718154907,0.3111390769481659,0.0,0.0,0.0,0.1558971405029297,0.0,3.3109891414642334,0.0556140020489692,0.8485139012336731,0.0,0.0,0.0,0.0,0.0,0.2400418221950531,0.0,2.336935520172119,0.0,0.0,0.0,0.0,0.0,0.0,2.5485806465148926,0.0,0.5482025146484375,0.0,0.0,0.0,0.0,0.0,1.6365010738372805,1.5650116205215454,0.0,0.7291728258132935,0.0,0.0,0.0,1.5976054668426514
final_train_00022,final_train,C1,34,early,0,early,0.3065685515019318,0.3089742958545685,0.9539515376091005,0.0304180923849344,0.0156303513795137,0.0460484623908996,0.1968054072563593,0,0.0,1.3867816925048828,2.432159900665283,0.0,0.0,1.8692721128463743,0.8465995788574219,2.1707262992858887,0.5746442079544067,0.0,0.0,0.0,0.0,0.1762562990188598,2.3972902297973637,1.2226663827896118,0.1174125745892524,0.0,2.469820737838745,0.0671105459332466,0.0,0.0,0.0,2.1425259113311768,0.2169599384069442,0.3157040774822235,0.0,0.0,0.0,0.1573209464550018,0.0,3.323685884475708,0.0543616488575935,0.8418421149253845,0.0,0.0,0.0,0.0,0.0,0.2363798171281814,0.0,2.3421013355255127,0.0,0.0,0.0,0.0,0.0,0.0,2.554006099700928,0.0,0.5523285865783691,0.0,0.0,0.0,0.0,0.0,1.6374965906143188,1.572641134262085,0.0,0.7358754277229309,0.0,0.0,0.0,1.6033227443695068
final_train_00023,final_train,C1,35,early,0,early,0.3065685515019318,0.3087579011917114,0.9541239142417908,0.0304525475949049,0.0154235493391752,0.0458760857582092,0.1961382262813014,0,0.0,1.386351466178894,2.434640407562256,0.0,0.0,1.8731087446212769,0.8421810269355774,2.1764144897460938,0.5852049589157104,0.0,0.0,0.0,0.0,0.178375169634819,2.4012765884399414,1.232182860374451,0.1190502345561981,0.0,2.4758479595184326,0.0585240200161933,0.0,0.0,0.0,2.149582624435425,0.2070391327142715,0.3166638910770416,0.0,0.0,0.0,0.1555796265602111,0.0,3.332603454589844,0.0527143776416778,0.8375179171562195,0.0,0.0,0.0,0.0,0.0,0.2269805371761322,0.0,2.3442862033843994,0.0,0.0,0.0,0.0,0.0,0.0,2.55513334274292,0.0,0.5681313276290894,0.0,0.0,0.0,0.0,0.0,1.637594223022461,1.5676355361938477,0.0,0.7375444769859314,0.0,0.0,0.0,1.6036295890808103
final_train_00024,final_train,C1,36,early,0,early,0.3065685515019318,0.308780699968338,0.9542432427406312,0.0304888598620891,0.0152679113671183,0.0457567572593688,0.1956669853815792,0,0.0,1.385779857635498,2.441006898880005,0.0,0.0,1.874454498291016,0.8363839387893677,2.1786625385284424,0.5914903283119202,0.0,0.0,0.0,0.0,0.1820841133594513,2.4036011695861816,1.2401533126831057,0.1185778230428695,0.0,2.4752631187438965,0.0519583225250244,0.0,0.0,0.0,2.152688980102539,0.2001963406801223,0.3160090148448944,0.0,0.0,0.0,0.1590825021266937,0.0,3.3395469188690186,0.0511819049715995,0.8336378931999207,0.0,0.0,0.0,0.0,0.0,0.2186450362205505,0.0,2.345762014389038,0.0,0.0,0.0,0.0,0.0,0.0,2.554037094116211,0.0,0.577576756477356,0.0,0.0,0.0,0.0,0.0,1.6396408081054688,1.5642114877700806,0.0,0.7388112545013428,0.0,0.0,0.0,1.603605031967163
final_train_00025,final_train,C1,37,early,0,early,0.3065685515019318,0.3090350031852722,0.9542450308799744,0.0305847227573394,0.0151701904833316,0.0457549691200256,0.1955992757833461,0,0.0,1.3827022314071655,2.448765754699707,0.0,0.0,1.8750813007354736,0.83053058385849,2.18083119392395,0.5985634326934814,0.0,0.0,0.0,0.0,0.1868020147085189,2.404087781906128,1.244590163230896,0.1186662465333938,0.0,2.474268674850464,0.0473090857267379,0.0,0.0,0.0,2.153663158416748,0.1910286098718643,0.3150322139263153,0.0,0.0,0.0,0.1617054939270019,0.0,3.3432273864746094,0.0461094230413436,0.8325918912887573,0.0,0.0,0.0,0.0,0.0,0.2125887870788574,0.0,2.344496965408325,0.0,0.0,0.0,0.0,0.0,0.0,2.549034595489502,0.0,0.5877985954284668,0.0,0.0,0.0,0.0,0.0,1.639003872871399,1.56183123588562,0.0,0.734568178653717,0.0,0.0,0.0,1.6007009744644165
final_train_00026,final_train,C1,38,early,0,early,0.3065685515019318,0.308789849281311,0.9544708132743835,0.0304308626800775,0.0150983342900872,0.0455291867256164,0.1948459793757597,0,0.0,1.384355545043945,2.4554169178009038,0.0,0.0,1.8726340532302856,0.8257016539573669,2.184370756149292,0.6008151769638062,0.0,0.0,0.0,0.0,0.1849900484085083,2.4059112071990967,1.2457565069198608,0.1174042373895645,0.0,2.479365110397339,0.0457838550209999,0.0,0.0,0.0,2.157034158706665,0.1958113014698028,0.3175111711025238,0.0,0.0,0.0,0.1654265224933624,0.0,3.349358081817627,0.0451898053288459,0.833223283290863,0.0,0.0,0.0,0.0,0.0,0.2172247171401977,0.0,2.34780216217041,0.0,0.0,0.0,0.0,0.0,0.0,2.549701690673828,0.0,0.5793250799179077,0.0,0.0,0.0,0.0,0.0,1.6439199447631836,1.5670652389526367,0.0,0.741436779499054,0.0,0.0,0.0,1.6084387302398682
